name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
githyanki-supreme-commander,NULL,14,humanoid (gith),Medium,18,187,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
githyanki-warrior,NULL,3,humanoid (gith),Medium,17,49,NULL,lawful evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
githzerai-anarch,NULL,16,humanoid (gith),Medium,20,144,fly,lawful neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
githzerai-enlightned,NULL,10,humanoid (gith),Medium,18,112,NULL,lawful neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
githzerai-monk,NULL,2,humanoid (gith),Medium,14,38,NULL,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
githzerai-zerth,NULL,6,humanoid (gith),Medium,17,84,NULL,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
glabrezu,https://www.aidedd.org/dnd/monstres.php?vo=glabrezu,9,fiend (demon),Large,17,157,NULL,chaotic evil,NULL,Monster Manual (SRD),20.0,15.0,21.0,19.0,17.0,16.0
gladiator,https://www.aidedd.org/dnd/monstres.php?vo=gladiator,5,humanoid (any race),Medium,16,112,NULL,any alignment,NULL,Monster Manual (SRD),18.0,15.0,16.0,10.0,12.0,15.0
gloom-weaver,NULL,9,humanoid (elf),Medium,14,104,NULL,neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
gnoll,https://www.aidedd.org/dnd/monstres.php?vo=gnoll,1/2,humanoid (gnoll),Medium,15,22,NULL,chaotic evil,NULL,Monster Manual (SRD),14.0,12.0,11.0,6.0,10.0,7.0
gnoll-fang-of-yeenoghu,NULL,4,fiend (gnoll),Medium,14,65,NULL,chaotic evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
gnoll-flesh-gnawer,NULL,1,humanoid (gnoll),Medium,14,22,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
gnoll-hunter,NULL,1/2,humanoid (gnoll),Medium,13,22,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
gnoll-pack-lord,https://www.aidedd.org/dnd/monstres.php?vo=gnoll-pack-lord,2,humanoid (gnoll),Medium,15,49,NULL,chaotic evil,NULL,Monster Manual (BR),16.0,14.0,13.0,8.0,11.0,9.0
gnoll-witherling,NULL,1/4,undead,Medium,12,11,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
goat,https://www.aidedd.org/dnd/monstres.php?vo=goat,0,beast,Medium,10,4,NULL,unaligned,NULL,Monster Manual (SRD),12.0,10.0,11.0,2.0,10.0,5.0
goblin,https://www.aidedd.org/dnd/monstres.php?vo=goblin,1/4,humanoid (goblinoid),Small,15,7,NULL,neutral evil,NULL,Monster Manual (SRD),8.0,14.0,10.0,10.0,8.0,8.0
goblin-boss,NULL,1,humanoid (goblinoid),Small,17,21,NULL,neutral evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
gold-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=gold-dragon-wyrmling,3,dragon,Medium,17,60,"fly, swim",lawful good,NULL,Monster Manual (SRD),19.0,14.0,17.0,14.0,11.0,16.0
gorgon,https://www.aidedd.org/dnd/monstres.php?vo=gorgon,5,monstrosity,Large,19,114,NULL,unaligned,NULL,Monster Manual (SRD),20.0,11.0,18.0,2.0,12.0,7.0
goristro,NULL,17,fiend (demon),Huge,19,310,NULL,chaotic evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
gray-ooze,https://www.aidedd.org/dnd/monstres.php?vo=gray-ooze,1/2,ooze,Medium,8,22,NULL,unaligned,NULL,Monster Manual (SRD),12.0,6.0,16.0,1.0,6.0,2.0
gray-render,NULL,12,monstrosity,Large,19,189,NULL,chaotic neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
gray-slaad,NULL,9,aberration (shapechanger),Medium,18,127,NULL,chaotic neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
graz-zt,NULL,24,"fiend (demon, shapechanger)",Large,20,346,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
green-abishai,NULL,15,fiend (devil),Medium,18,187,fly,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
green-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=green-dragon-wyrmling,2,dragon,Medium,17,38,"fly, swim",lawful evil,NULL,Monster Manual (SRD),15.0,12.0,13.0,14.0,11.0,13.0
green-hag,https://www.aidedd.org/dnd/monstres.php?vo=green-hag,3,fey,Medium,17,82,NULL,neutral evil,NULL,Monster Manual (SRD),18.0,12.0,16.0,13.0,14.0,14.0
green-slaad,NULL,8,aberration (shapechanger),Large,16,127,NULL,chaotic neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
grell,https://www.aidedd.org/dnd/monstres.php?vo=grell,3,aberration,Medium,12,55,fly,neutral evil,NULL,Monster Manual (BR),15.0,14.0,13.0,12.0,11.0,9.0
grick,https://www.aidedd.org/dnd/monstres.php?vo=grick,2,monstrosity,Medium,14,27,NULL,neutral,NULL,Monster Manual (SRD),14.0,14.0,11.0,3.0,14.0,5.0
grick-alpha,NULL,7,monstrosity,Large,18,75,NULL,neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
griffon,https://www.aidedd.org/dnd/monstres.php?vo=griffon,2,monstrosity,Large,12,59,fly,unaligned,NULL,Monster Manual (SRD),18.0,15.0,16.0,2.0,13.0,8.0
grimlock,https://www.aidedd.org/dnd/monstres.php?vo=grimlock,1/4,humanoid (grimlock),Medium,11,11,NULL,neutral evil,NULL,Monster Manual (SRD),16.0,12.0,12.0,9.0,8.0,6.0
grung,NULL,1/4,humanoid (grung),Small,12,11,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
grung-elite-warrior,NULL,2,humanoid (grung),Small,13,49,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
grung-wildling,NULL,1,humanoid (grung),Small,13,27,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
guard,https://www.aidedd.org/dnd/monstres.php?vo=guard,1/8,humanoid (any race),Medium,16,11,NULL,any alignment,NULL,Monster Manual (SRD),13.0,12.0,12.0,10.0,11.0,10.0
guard-drake,NULL,2,dragon,Medium,14,52,NULL,unaligned,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
guardian-naga,https://www.aidedd.org/dnd/monstres.php?vo=guardian-naga,10,monstrosity,Large,18,127,NULL,lawful good,NULL,Monster Manual (SRD),19.0,18.0,16.0,16.0,19.0,18.0
gynosphinx,https://www.aidedd.org/dnd/monstres.php?vo=gynosphinx,11,monstrosity,Large,17,136,fly,lawful neutral,Legendary,Monster Manual (SRD),18.0,15.0,16.0,18.0,18.0,18.0
halaster-blackcloak,NULL,23,humanoid (human),Medium,14,246,NULL,chaotic evil,NULL,Adventures (Dungeon of the Mad Mage),NULL,NULL,NULL,NULL,NULL,NULL
half-ogre,https://www.aidedd.org/dnd/monstres.php?vo=half-ogre,1,giant,Large,12,30,NULL,any chaotic alignment,NULL,Monster Manual (BR),17.0,10.0,14.0,7.0,9.0,10.0
half-red-dragon-veteran,https://www.aidedd.org/dnd/monstres.php?vo=half-red-dragon-veteran,5,humanoid (human),Medium,18,65,NULL,any alignment,NULL,Monster Manual (BR),16.0,13.0,14.0,10.0,11.0,10.0
harpy,https://www.aidedd.org/dnd/monstres.php?vo=harpy,1,monstrosity,Medium,11,38,fly,chaotic evil,NULL,Monster Manual (SRD),12.0,13.0,12.0,7.0,10.0,13.0
hawk,https://www.aidedd.org/dnd/monstres.php?vo=hawk,0,beast,Tiny,13,1,fly,unaligned,NULL,Monster Manual (SRD),5.0,16.0,8.0,2.0,14.0,6.0
hell-hound,https://www.aidedd.org/dnd/monstres.php?vo=hell-hound,3,fiend,Medium,15,45,NULL,lawful evil,NULL,Monster Manual (SRD),17.0,12.0,14.0,6.0,13.0,6.0
hellfire-engine,NULL,16,construct,Huge,18,216,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
hellwasp,NULL,5,fiend,Large,19,52,fly,lawful evil,NULL,Adventures (Descent into Avernus),NULL,NULL,NULL,NULL,NULL,NULL
helmed-horror,https://www.aidedd.org/dnd/monstres.php?vo=helmed-horror,4,construct,Medium,20,60,fly,neutral,NULL,Monster Manual (BR),18.0,13.0,16.0,10.0,10.0,10.0
hezrou,https://www.aidedd.org/dnd/monstres.php?vo=hezrou,8,fiend (demon),Large,16,136,NULL,chaotic evil,NULL,Monster Manual (SRD),19.0,17.0,20.0,5.0,12.0,13.0
hill-giant,https://www.aidedd.org/dnd/monstres.php?vo=hill-giant,5,giant,Huge,13,105,NULL,chaotic evil,NULL,Monster Manual (SRD),21.0,8.0,19.0,5.0,9.0,6.0
hippogriff,https://www.aidedd.org/dnd/monstres.php?vo=hippogriff,1,monstrosity,Large,11,19,fly,unaligned,NULL,Monster Manual (SRD),17.0,13.0,13.0,2.0,12.0,8.0
hobgoblin,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin,1/2,humanoid (goblinoid),Medium,18,11,NULL,lawful evil,NULL,Monster Manual (SRD),13.0,12.0,12.0,10.0,10.0,9.0
hobgoblin-captain,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-captain,3,humanoid (goblinoid),Medium,17,39,NULL,lawful evil,NULL,Monster Manual (BR),15.0,14.0,14.0,12.0,10.0,13.0
hobgoblin-devastator,NULL,4,humanoid (goblinoid),Medium,13,45,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
hobgoblin-iron-shadow,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-iron-shadow,2,humanoid (goblinoid),Medium,15,32,NULL,lawful evil,NULL,Volo's Guide to Monsters,14.0,16.0,15.0,14.0,15.0,11.0
hobgoblin-warlord,NULL,6,humanoid (goblinoid),Medium,20,97,NULL,lawful evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
homunculus,https://www.aidedd.org/dnd/monstres.php?vo=homunculus,0,construct,Tiny,13,5,fly,neutral,NULL,Monster Manual (SRD),4.0,15.0,11.0,10.0,10.0,7.0
hook-horror,https://www.aidedd.org/dnd/monstres.php?vo=hook-horror,3,monstrosity,Large,15,75,NULL,neutral,NULL,Monster Manual (BR),18.0,10.0,15.0,6.0,12.0,7.0
horned-devil,https://www.aidedd.org/dnd/monstres.php?vo=horned-devil,11,fiend (devil),Large,18,178,fly,lawful evil,NULL,Monster Manual (SRD),22.0,17.0,21.0,12.0,16.0,17.0
howler,NULL,8,fiend,Large,16,90,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
hulking-crab,NULL,5,beast,Huge,17,76,swim,unaligned,NULL,Adventures (Storm King's Thunder),NULL,NULL,NULL,NULL,NULL,NULL
hunter-shark,https://www.aidedd.org/dnd/monstres.php?vo=hunter-shark,2,beast,Large,12,45,swim,unaligned,NULL,Monster Manual (SRD),18.0,13.0,15.0,1.0,10.0,4.0
hutijin,NULL,21,fiend (devil),Large,19,200,fly,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
hydra,https://www.aidedd.org/dnd/monstres.php?vo=hydra,8,monstrosity,Huge,15,172,swim,unaligned,NULL,Monster Manual (SRD),20.0,12.0,20.0,2.0,10.0,7.0
hydroloth,NULL,9,fiend (yugoloth),Medium,15,135,swim,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
hyena,https://www.aidedd.org/dnd/monstres.php?vo=hyena,0,beast,Medium,11,5,NULL,unaligned,NULL,Monster Manual (SRD),11.0,13.0,12.0,2.0,12.0,5.0
ice-devil,https://www.aidedd.org/dnd/monstres.php?vo=ice-devil,14,fiend (devil),Large,18,180,NULL,lawful evil,NULL,Monster Manual (SRD),21.0,14.0,18.0,18.0,15.0,18.0
ice-mephit,https://www.aidedd.org/dnd/monstres.php?vo=ice-mephit,1/2,elemental,Small,11,21,fly,neutral evil,NULL,Monster Manual (SRD),7.0,13.0,10.0,9.0,11.0,12.0
ice-toad,NULL,1,monstrosity,Medium,12,32,swim,neutral,NULL,Adventures (Tyranny of Dragons),NULL,NULL,NULL,NULL,NULL,NULL
illusionist,NULL,3,humanoid (any race),Medium,12,38,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
imix,NULL,19,elemental,Huge,17,325,fly,neutral evil,NULL,Adventures (Princes of the Apocalypse),NULL,NULL,NULL,NULL,NULL,NULL
imp,https://www.aidedd.org/dnd/monstres.php?vo=imp,1,"fiend (devil, shapechanger)",Tiny,13,10,fly,lawful evil,NULL,Monster Manual (SRD),6.0,17.0,13.0,11.0,12.0,14.0
intellect-devourer,NULL,2,aberration,Tiny,12,21,NULL,lawful evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
invisible-stalker,https://www.aidedd.org/dnd/monstres.php?vo=invisible-stalker,6,elemental,Medium,14,104,fly,neutral,NULL,Monster Manual (SRD),16.0,19.0,14.0,10.0,15.0,11.0
iron-cobra,NULL,4,construct,Medium,13,45,NULL,unaligned,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
iron-consul,NULL,2,humanoid (human),Medium,16,45,NULL,lawful evil,NULL,Adventures (Descent into Avernus),NULL,NULL,NULL,NULL,NULL,NULL
iron-golem,https://www.aidedd.org/dnd/monstres.php?vo=iron-golem,16,construct,Large,20,210,NULL,unaligned,NULL,Monster Manual (SRD),24.0,9.0,20.0,3.0,11.0,1.0
jackal,https://www.aidedd.org/dnd/monstres.php?vo=jackal,0,beast,Small,12,3,NULL,unaligned,NULL,Monster Manual (SRD),8.0,15.0,11.0,3.0,12.0,6.0
jackalwere,https://www.aidedd.org/dnd/monstres.php?vo=jackalwere,1/2,humanoid (shapechanger),Medium,12,18,NULL,chaotic evil,NULL,Monster Manual (BR),11.0,15.0,11.0,13.0,11.0,10.0
jaculi,NULL,1/2,beast,Large,14,16,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
jarlaxle-baenre,NULL,15,humanoid (elf),Medium,24,123,NULL,chaotic neutral,NULL,Adventures (Dragon Heist),NULL,NULL,NULL,NULL,NULL,NULL
juiblex,NULL,23,fiend (demon),Huge,18,350,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
kamadan,NULL,4,monstrosity,Large,13,67,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
kenku,https://www.aidedd.org/dnd/monstres.php?vo=kenku,1/4,humanoid (kenku),Medium,13,13,NULL,chaotic neutral,NULL,Monster Manual (BR),10.0,16.0,10.0,11.0,10.0,10.0
ki-rin,NULL,12,celestial,Huge,20,152,fly,lawful good,Legendary,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
killer-whale,https://www.aidedd.org/dnd/monstres.php?vo=killer-whale,3,beast,Huge,12,90,swim,unaligned,NULL,Monster Manual (SRD),19.0,10.0,13.0,3.0,12.0,7.0
knight,https://www.aidedd.org/dnd/monstres.php?vo=knight,3,humanoid (any race),Medium,18,52,NULL,any alignment,NULL,Monster Manual (SRD),16.0,11.0,14.0,11.0,11.0,15.0
kobold,https://www.aidedd.org/dnd/monstres.php?vo=kobold,1/8,humanoid (kobold),Small,12,5,NULL,lawful evil,NULL,Monster Manual (SRD),7.0,15.0,9.0,8.0,7.0,8.0
kobold-dragonshield,NULL,1,humanoid (kobold),Small,15,44,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
kobold-inventor,https://www.aidedd.org/dnd/monstres.php?vo=kobold-inventor,1/4,humanoid (kobold),Small,12,13,NULL,lawful evil,NULL,Volo's Guide to Monsters,7.0,15.0,12.0,8.0,7.0,8.0
kobold-scale-sorcerer,NULL,1,humanoid (kobold),Small,15,27,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
korred,NULL,7,fey,Small,17,102,NULL,chaotic neutral,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
kraken,https://www.aidedd.org/dnd/monstres.php?vo=kraken,23,monstrosity (titan),Gargantuan,18,472,swim,chaotic evil,Legendary,Monster Manual (SRD),30.0,11.0,25.0,22.0,18.0,20.0
kraken-priest,NULL,5,humanoid (any race),Medium,10,75,swim,any evil alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
kruthik-hive-lord,NULL,5,monstrosity,Large,20,102,NULL,unaligned,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
kuo-toa,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa,1/4,humanoid (kuo-toa),Medium,13,18,swim,neutral evil,NULL,Monster Manual (BR),13.0,10.0,11.0,11.0,10.0,8.0
kuo-toa-archpriest,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-archpriest,6,humanoid (kuo-toa),Medium,13,97,swim,neutral evil,NULL,Monster Manual (BR),16.0,14.0,16.0,13.0,16.0,14.0
kuo-toa-whip,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-whip,1,humanoid (kuo-toa),Medium,11,65,swim,neutral evil,NULL,Monster Manual (BR),14.0,10.0,14.0,12.0,14.0,11.0
laeral-silverhand,https://www.aidedd.org/dnd/monstres.php?vo=laeral-silverhand,17,humanoid (human),Medium,18,228,NULL,chaotic good,NULL,Adventures (Dragon Heist),13.0,17.0,20.0,20.0,20.0,19.0
lamia,https://www.aidedd.org/dnd/monstres.php?vo=lamia,4,monstrosity,Large,13,97,NULL,chaotic evil,NULL,Monster Manual (SRD),16.0,13.0,15.0,14.0,15.0,16.0
lemure,https://www.aidedd.org/dnd/monstres.php?vo=lemure,0,fiend (devil),Medium,7,13,NULL,lawful evil,NULL,Monster Manual (SRD),10.0,5.0,11.0,1.0,11.0,3.0
leucrotta,NULL,3,monstrosity,Large,14,67,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
leviathan,NULL,20,elemental,Gargantuan,17,328,swim,neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
lich,https://www.aidedd.org/dnd/monstres.php?vo=lich,21,undead,Medium,17,135,NULL,any evil alignment,Legendary,Monster Manual (SRD),11.0,16.0,16.0,20.0,14.0,16.0
lion,https://www.aidedd.org/dnd/monstres.php?vo=lion,1,beast,Large,12,26,NULL,unaligned,NULL,Monster Manual (SRD),17.0,15.0,13.0,3.0,12.0,8.0
lizard,https://www.aidedd.org/dnd/monstres.php?vo=lizard,0,beast,Tiny,10,2,NULL,unaligned,NULL,Monster Manual (SRD),2.0,11.0,10.0,1.0,8.0,3.0
lizard-king-queen,https://www.aidedd.org/dnd/monstres.php?vo=lizard-king-queen,4,humanoid (lizardfolk),Medium,15,78,swim,chaotic evil,NULL,Monster Manual (BR),17.0,12.0,15.0,11.0,11.0,15.0
lizardfolk,https://www.aidedd.org/dnd/monstres.php?vo=lizardfolk,1/2,humanoid (lizardfolk),Medium,15,22,swim,neutral,NULL,Monster Manual (SRD),15.0,10.0,13.0,7.0,12.0,7.0
lizardfolk-shaman,https://www.aidedd.org/dnd/monstres.php?vo=lizardfolk-shaman,2,humanoid (lizardfolk),Medium,13,27,swim,neutral,NULL,Monster Manual (BR),15.0,10.0,13.0,10.0,15.0,8.0
mage,https://www.aidedd.org/dnd/monstres.php?vo=mage,6,humanoid (any race),Medium,12,40,NULL,any alignment,NULL,Monster Manual (SRD),9.0,14.0,11.0,17.0,12.0,11.0
magma-mephit,https://www.aidedd.org/dnd/monstres.php?vo=magma-mephit,1/2,elemental,Small,11,22,fly,neutral evil,NULL,Monster Manual (SRD),8.0,12.0,12.0,7.0,10.0,10.0
magmin,https://www.aidedd.org/dnd/monstres.php?vo=magmin,1/2,elemental,Small,14,9,NULL,chaotic neutral,NULL,Monster Manual (SRD),7.0,15.0,12.0,8.0,11.0,10.0
male-steeder,NULL,1/4,monstrosity,Medium,12,13,NULL,unaligned,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
mammoth,https://www.aidedd.org/dnd/monstres.php?vo=mammoth,6,beast,Huge,13,126,NULL,unaligned,NULL,Monster Manual (SRD),24.0,9.0,21.0,3.0,11.0,6.0
manes,NULL,1/8,fiend (demon),Small,9,9,NULL,chaotic evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
manshoon,NULL,13,humanoid (human),Medium,19,126,NULL,lawful evil,NULL,Adventures (Dragon Heist),NULL,NULL,NULL,NULL,NULL,NULL
manticore,https://www.aidedd.org/dnd/monstres.php?vo=manticore,3,monstrosity,Large,14,68,fly,lawful evil,NULL,Monster Manual (SRD),17.0,16.0,17.0,7.0,12.0,8.0
mantrap,NULL,1,plant,Large,12,45,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
marid,NULL,11,elemental,Large,17,229,"fly, swim",chaotic neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
marilith,https://www.aidedd.org/dnd/monstres.php?vo=marilith,16,fiend (demon),Large,18,189,NULL,chaotic evil,NULL,Monster Manual (SRD),18.0,20.0,20.0,18.0,16.0,20.0
martial-arts-adept,NULL,3,humanoid (any race),Medium,16,60,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
marut,NULL,25,construct (inevitable),Large,22,432,fly,lawful neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
master-of-souls,NULL,4,humanoid (human),Medium,12,45,NULL,neutral evil,NULL,Adventures (Descent into Avernus),NULL,NULL,NULL,NULL,NULL,NULL
master-thief,NULL,5,humanoid (any race),Medium,16,84,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
mastiff,https://www.aidedd.org/dnd/monstres.php?vo=mastiff,1/8,beast,Medium,12,5,NULL,unaligned,NULL,Monster Manual (SRD),13.0,14.0,12.0,3.0,12.0,7.0
maurezhi,NULL,7,fiend (demon),Medium,15,88,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
maw-demon,NULL,1,fiend (demon),Medium,13,33,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
meazel,NULL,1,humanoid (meazel),Medium,13,35,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
medusa,https://www.aidedd.org/dnd/monstres.php?vo=medusa,6,monstrosity,Medium,15,127,NULL,lawful evil,NULL,Monster Manual (SRD),10.0,15.0,16.0,12.0,13.0,15.0
meenlock,NULL,2,fey,Small,15,31,NULL,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
merfolk,https://www.aidedd.org/dnd/monstres.php?vo=merfolk,1/8,humanoid (merfolk),Medium,11,11,swim,neutral,NULL,Monster Manual (SRD),10.0,13.0,12.0,11.0,11.0,12.0
merregon,NULL,4,fiend (devil),Medium,16,45,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
merrenoloth,NULL,3,fiend (yugoloth),Medium,13,40,swim,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
merrow,https://www.aidedd.org/dnd/monstres.php?vo=merrow,2,monstrosity,Large,13,45,swim,chaotic evil,NULL,Monster Manual (SRD),18.0,10.0,15.0,8.0,10.0,9.0
mezzoloth,https://www.aidedd.org/dnd/monstres.php?vo=mezzoloth,5,fiend (yugoloth),Medium,18,75,NULL,neutral evil,NULL,Monster Manual (BR),18.0,11.0,16.0,7.0,10.0,11.0
mimic,https://www.aidedd.org/dnd/monstres.php?vo=mimic,2,monstrosity (shapechanger),Medium,12,58,NULL,neutral,NULL,Monster Manual (SRD),17.0,12.0,15.0,5.0,13.0,8.0
mind-flayer,NULL,7,aberration,Medium,15,71,NULL,lawful evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
mindwitness,https://www.aidedd.org/dnd/monstres.php?vo=mindwitness,5,aberration,Large,15,75,fly,lawful evil,NULL,Volo's Guide to Monsters,10.0,14.0,14.0,15.0,15.0,10.0
minotaur,https://www.aidedd.org/dnd/monstres.php?vo=minotaur,3,monstrosity,Large,14,76,NULL,chaotic evil,NULL,Monster Manual (SRD),18.0,11.0,16.0,6.0,16.0,9.0
minotaur-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=minotaur-skeleton,2,undead,Large,12,67,NULL,lawful evil,NULL,Monster Manual (SRD),18.0,11.0,15.0,6.0,8.0,5.0
moloch,https://www.aidedd.org/dnd/monstres.php?vo=moloch,21,fiend (devil),Large,19,253,NULL,lawful evil,Legendary,Mordenkainen's Tome of Foes,26.0,19.0,22.0,21.0,18.0,23.0
molydeus,NULL,21,fiend (demon),Huge,19,216,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
monodrone,NULL,1/8,construct,Medium,15,5,fly,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
morkoth,NULL,11,aberration,Medium,17,130,swim,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
mouth-of-grolantor,NULL,6,giant (hill giant),Huge,14,105,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
mud-mephit,https://www.aidedd.org/dnd/monstres.php?vo=mud-mephit,1/4,elemental,Small,11,27,"fly, swim",neutral evil,NULL,Monster Manual (SRD),8.0,12.0,12.0,9.0,11.0,7.0
mule,https://www.aidedd.org/dnd/monstres.php?vo=mule,1/8,beast,Medium,10,11,NULL,unaligned,NULL,Monster Manual (SRD),14.0,10.0,13.0,2.0,10.0,5.0
mummified-warrior,https://www.aidedd.org/dnd/monstres.php?vo=mummified-warrior,1/4,undead,Medium,8,19,NULL,neutral,NULL,Extra (AideDD),13.0,6.0,14.0,8.0,6.0,8.0
mummy,https://www.aidedd.org/dnd/monstres.php?vo=mummy,3,undead,Medium,11,58,NULL,lawful evil,NULL,Monster Manual (SRD),16.0,8.0,15.0,6.0,10.0,12.0
mummy-lord,https://www.aidedd.org/dnd/monstres.php?vo=mummy-lord,15,undead,Medium,17,97,NULL,lawful evil,Legendary,Monster Manual (SRD),18.0,10.0,17.0,11.0,18.0,16.0
myconid-adult,NULL,1/2,plant,Medium,12,22,NULL,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
myconid-sovereign,NULL,2,plant,Large,13,60,NULL,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
