movie_title;release_date;duration_minutes;genre;director;cast;language;country_of_origin;rating;box_office_revenue;currency
Daydreams;4/28/1901;181;Drama;Rickie Robathon;Suzanna Brodie;Somali;Indonesia;R;989399982;Rupiah
Stranger, The;06.12.1966;85;Thriller;Barthel Dubose;Shelli Mor;Gujarati;China;PG-13;550434859;Yuan Renminbi
Uninvited, The;8/26/1951;185;Romance;Gareth Mecchi;Cathleen Shannon;Sotho;Czech Republic;G;413559827;Koruna
Head Office;5/23/1960;223;Comedy;Hermann Melbourn;Vaclav Simnel;Kashmiri;Portugal;PG-13;241584455;Euro
Fortress;12/15/2020;72;Sci-Fi;Hannie Heber;Brent Haker;Sotho;Nigeria;G;554295284;Naira
State Fair;10.02.1953;219;Comedy;Sigismondo Aslin;Eve Daunter;Latvian;China;G;785306384;Yuan Renminbi
Las Vegas Story, The;04.03.1911;136;Horror;Alphonse Maneylaws;Gertrudis Liston;Punjabi;Uruguay;G;198344791;Peso
Howl;6/26/1913;108;Action;Gonzales Bownde;Falito Breheny;Fijian;Kuwait;R;278856984;Dinar
Spiritual Kung Fu (Quan jing);7/18/1912;145;Romance;Lonna Ledson;Clementia Willets;Mongolian;France;PG-13;93543339;Euro
Tukkijoella;1/21/1904;181;Romance;Yoshiko Waslin;Gottfried Sothcott;Sotho;Georgia;G;719989720;Lari
Proof;4/13/1998;202;Romance;Catarina Gasnoll;Candice Borland;Icelandic;Philippines;R;322647429;Peso
From the East (D'Est);3/13/1996;240;Action;Bernard Dubose;Mylo Cordner;Persian;Portugal;PG;540934099;Euro
Bad Santa;10/24/1946;100;Action;Valentia Byway;Jeannie Senecaut;Bosnian;Albania;PG-13;159787158;Lek
Horton Hears a Who!;4/13/1901;161;Horror;Crysta Loadman;Lacy Reneke;Azeri;Russia;R;170187770;Ruble
May 6th (06/05);12/15/1961;228;Sci-Fi;Sayer Cervantes;Lars Bissell;Maltese;United States;R;430335060;Dollar
Flushed Away;7/17/1989;71;Action;Freddy Boncoeur;Hope Sterman;Swahili;Yemen;G;33459686;Rial
Havana;3/13/1962;152;Comedy;Walliw Palffrey;Mellicent Correa;Albanian;Russia;PG;769142964;Ruble
Eklavya: The Royal Guard;09.04.2016;197;Comedy;Gus Hamly;Zaria O'Hallihane;Thai;Ireland;PG;343763638;Euro
Red Ensign;05.08.1984;233;Comedy;Moria Izard;Else Swinney;Japanese;Venezuela;PG;284257742;Bolivar
Cold Fish (Tsumetai nettaigyo);7/26/1962;162;Comedy;Bordie Tailby;Kerwin Simonelli;Georgian;Brazil;PG;235000908;Real
Abe Lincoln in Illinois;06.06.1902;207;Action;Max Latter;Lorrayne Juan;Estonian;Portugal;R;395549786;Euro
Household Saints;9/16/1956;195;Thriller;Emelina Graben;Lee Letford;Maltese;Honduras;R;351512930;Lempira
Midnight in the Garden of Good and Evil;6/27/2014;95;Thriller;Eleonora Gabbitus;Lyell Brenton;Finnish;Philippines;NC-17;456769086;Peso
Paparazzi;6/28/1983;218;Horror;Friedrich Jina;Jayme Donlon;Moldovan;Sweden;R;922393460;Krona
Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A);9/19/1928;67;Sci-Fi;Justus Pauel;Marchelle Spaven;Finnish;Tunisia;PG;910019695;Dinar
Strange Magic;5/27/1957;78;Thriller;Janka Paice;Haslett Pugsley;Croatian;Sweden;R;929535847;Krona
Home of Our Own, A;1/28/1907;213;Action;Isahella Ofen;Hanson Brandolini;Irish Gaelic;China;NC-17;415200969;Yuan Renminbi
Scalphunters, The;6/13/1928;88;Horror;Aeriel Nelthropp;Marni Basile;Greek;Russia;NC-17;372233113;Ruble
I Am You (In Her Skin);1/22/1968;93;Thriller;Francklin Kellock;Jesselyn Kiezler;Greek;Kosovo;G;575553828;Euro
Crumb;9/25/1987;214;Drama;Gertrudis Ringrose;Lilllie Hankey;Lithuanian;Peru;R;154178606;Sol
A Gathering of Eagles;12/21/1900;92;Comedy;Mickey Baldi;Francisca Chavrin;Gagauz;Ireland;PG;530086428;Euro
Hotel Terminus: The Life and Times of Klaus Barbie (Hôtel Terminus);08.01.2022;118;Comedy;Friederike Magrane;Carrie McCrackem;Korean;South Korea;R;11094229;Won
Green Pastures, The;9/13/1990;132;Comedy;Armando Spiers;Gwynne Armsden;Malayalam;Brazil;PG;335060838;Real
Not Easily Broken;12/18/1977;96;Drama;Luci Iorns;Mercedes Girault;Assamese;France;PG-13;964709885;Euro
Ride Lonesome;2/28/1973;137;Action;Trueman Webby;Corena Norssister;Fijian;Malta;G;681733750;Euro
Fast Food, Fast Women;4/13/1977;62;Horror;Tudor Biers;Dee Vannini;Luxembourgish;Indonesia;G;149678235;Rupiah
King of Masks, The (Bian Lian);04.12.1934;118;Comedy;Melodee Neubigin;Fania Iannelli;Afrikaans;Brazil;G;580090639;Real
No Small Affair;1/29/1990;149;Thriller;Haily Juniper;Gibb Gierek;Tswana;Mexico;PG;879704010;Peso
Last Song, The;9/14/1929;188;Horror;Donaugh Bronger;Risa Tanswell;Māori;France;G;817050280;Euro
Matinée;10/18/1903;194;Drama;Whitman Ricca;Annora Winship;Tamil;Poland;PG-13;401760282;Zloty
Cage aux Folles II, La;09.05.1911;107;Drama;Ulises Cleland;Lacee Cheake;Marathi;Russia;PG;844745380;Ruble
Loose Cannons (Mine vaganti);11.07.1946;69;Drama;Rafaelia Ambrogiotti;Tucky Jacomb;Armenian;Philippines;PG-13;330112187;Peso
Night of the Living Dorks;9/17/1900;87;Drama;Penelope Notton;Aubrette Aggiss;Dutch;United States;PG;974123533;Dollar
Raggedy Man;12/15/1929;189;Horror;Iggy Sharrocks;Corty Walak;Fijian;Peru;NC-17;85118530;Sol
Eagle, The;03.05.1985;79;Sci-Fi;Heall Cornforth;Elissa Cunrado;Hiri Motu;China;PG-13;488876958;Yuan Renminbi
Waking Sleeping Beauty;04.06.2013;145;Horror;Sergeant Blaszkiewicz;Analiese Thynn;Romanian;United States;PG;146524620;Dollar
Tromeo and Juliet;8/24/1930;100;Drama;Patrizia Cushworth;Loraine Wilby;Burmese;Russia;R;961400602;Ruble
Super Troopers;09.04.1950;221;Comedy;Freeman Blandamere;Wilbur Isakson;Zulu;China;PG-13;867483253;Yuan Renminbi
Hunters, The (Jägarna);04.02.1979;138;Sci-Fi;Philip Bridgnell;Marris Doward;Swahili;Senegal;NC-17;654362976;Franc
Deep Water;10/18/1914;156;Action;Britte Grovier;Myriam Crehan;Greek;Bangladesh;G;519469022;Taka
Rasmus på luffen;7/18/1944;94;Comedy;Maggie Alexandersen;Palmer Grabeham;Afrikaans;Portugal;G;881913918;Euro
Like Minds (Murderous Intent);9/16/2018;228;Sci-Fi;Cyndie Simonetti;Jemmy Frary;Latvian;Indonesia;PG;150057935;Rupiah
Godzilla vs. Megaguirus (Gojira tai Megagirasu: Jî shômetsu sakusen);3/17/1944;143;Romance;Dana Cammack;Royal Mikalski;Tswana;Indonesia;R;905164768;Rupiah
Tale of the Mummy;5/30/2003;108;Comedy;Mary Brocklebank;Rubina Showen;Azeri;Mexico;PG-13;618893403;Peso
Continental Divide;03.12.2012;146;Sci-Fi;Gavin Pachmann;Linnell Darmody;French;Russia;G;752503558;Ruble
That Uncertain Feeling;07.05.1976;215;Romance;Gretel Carverhill;Lebbie Dienes;Korean;France;PG-13;260192544;Euro
Berserk: The Golden Age Arc 2 - The Battle for Doldrey;5/25/2020;61;Horror;Wyatan Blennerhassett;Cassondra McKeevers;Filipino;Russia;R;531881373;Ruble
Repentance (Monanieba);03.11.1930;123;Sci-Fi;Emilie Castello;Melodee Fullbrook;Malagasy;France;G;823836489;Euro
Hollow Man;4/24/1960;189;Comedy;Nydia Danett;Darci Newbegin;Belarusian;South Africa;PG-13;277565950;Rand
Cinema Komunisto;5/23/1954;137;Romance;Whittaker Cuvley;Duffie Lathe;Persian;China;R;152134875;Yuan Renminbi
Bob Saget: That Ain't Right;03.05.2022;175;Horror;Aline Wilder;Kevina Dmitrievski;Catalan;Indonesia;PG-13;289929979;Rupiah
Condemned, The;1/28/1970;179;Comedy;Lilian Shilling;Niel Rzehorz;Oriya;Indonesia;NC-17;967982500;Rupiah
Story of My Life, The (Mensonges et trahisons et plus si affinités...);12.11.1952;207;Drama;Banky Ferres;Hilarius Bottoms;Assamese;Sudan;G;224941415;Pound
Murder on a Sunday Morning (Un coupable idéal);8/19/2015;237;Comedy;Archibaldo Palatino;Cleopatra Nussey;Croatian;China;PG;915277313;Yuan Renminbi
Blind Sunflowers, The (Los girasoles ciegos);8/15/1990;78;Action;Vittorio Gauler;Ham Bohills;Hebrew;Philippines;G;320221630;Peso
Masque of the Red Death, The;3/14/1923;217;Drama;Cassy Doone;Ranice Stout;Filipino;Somalia;NC-17;400946164;Shilling
Altiplano;03.01.1955;155;Romance;Miguela Schott;Matthus Torrent;Japanese;Luxembourg;PG;678384507;Euro
Italian Job, The;12.06.2014;103;Drama;Albert Crisell;Pandora Haxby;Yiddish;Indonesia;R;754146417;
Strawberry and Chocolate (Fresa y chocolate);12/27/1933;108;Action;Thain Plane;Lovell Closs;Sotho;Peru;NC-17;110314247;Sol
Premium Rush;1/23/1982;68;Sci-Fi;Zachary Garrit;Starlin Cornhill;Malay;China;PG-13;565113264;Yuan Renminbi
Punk's Dead: SLC Punk! 2;10.10.2002;87;Comedy;Weylin Toffoletto;Niels MacTrusty;French;Afghanistan;NC-17;178563134;Afghani
Contagion / Bio Slime;12/27/1972;236;Thriller;Brenda Bryceson;Lorinda Spelwood;Chinese;Sweden;PG-13;842977089;Krona
Rapt;3/28/1946;181;Drama;Lissa Saltman;Catlaina McQuillen;Swati;Russia;NC-17;881497052;Ruble
Love Meetings (Comizi d'amore);11/17/1939;117;Action;Norbie Shorbrook;Genna Duiged;Hiri Motu;Uzbekistan;PG;339181689;Som
How Stella Got Her Groove Back;11.01.1986;187;Horror;Jase Van der Brugge;Brannon Oldcote;Sotho;Indonesia;PG;623446860;Rupiah
Ed and His Dead Mother;07.07.1931;96;Thriller;Iggy Burds;Kelsey Enterlein;Greek;Peru;PG-13;493656277;Sol
And Nobody Weeps for Me (Und keiner weint mir nach);05.05.1921;144;Action;Holly-anne Weatherell;Paco Crichmere;Moldovan;Thailand;NC-17;419733658;Baht
At Middleton;05.10.1993;187;Action;Mahala Wiz;Edythe Mortel;Quechua;France;PG-13;667154762;Euro
Pumpkinhead;12/13/1983;158;Thriller;Martyn Dobbie;Angelique Stallibrass;Tajik;Indonesia;PG-13;310903866;Rupiah
Mr. Warmth: The Don Rickles Project;1/24/1987;171;Action;Kala Jimmison;Jule Cackett;Fijian;Luxembourg;R;514635376;Euro
Central Park;07.02.2010;189;Sci-Fi;Betsey Samme;Robinet Dunkley;Bulgarian;China;PG;198934746;Yuan Renminbi
Tillie's Punctured Romance;3/28/2003;163;Sci-Fi;Cloris Bartle;Leesa Stokes;Malagasy;Peru;PG-13;154842403;Sol
Bukowski: Born into This;02.04.1938;173;Drama;Babbie Lidgey;Daren Caps;French;United States;PG;987762491;Dollar
Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai);10/31/1943;87;Drama;Colas Swanston;Aldon Yeude;Filipino;Argentina;G;351995489;Peso
That Darn Cat;04.09.1986;211;Horror;Julissa Dumbar;Ernaline Douglass;Guaraní;Palestinian Territory;G;52840208;Shekel
Wish You Were Here;1/20/1909;127;Sci-Fi;Jodi Coddrington;Eadith Le Frank;Nepali;China;PG;1159906;Yuan Renminbi
Young at Heart;8/30/1907;178;Romance;Caressa Upjohn;Nico O'Keenan;Bosnian;Russia;PG-13;618792473;Ruble
Mighty Aphrodite;02.10.2000;139;Drama;Lezley Thomel;Petronia Georgius;Bulgarian;Norway;PG-13;711279368;Krone
Booker's Place: A Mississippi Story;08.07.2000;146;Comedy;Fletcher Sieve;Melli Naris;Tswana;Indonesia;NC-17;868650197;Rupiah
Creature from the Haunted Sea;01.04.1950;214;Thriller;Baudoin Filoniere;Carola Nan Carrow;Dari;Russia;PG-13;206105101;Ruble
Cria! (Cría cuervos);9/21/1997;195;Thriller;Field Orgen;Sid Kneafsey;Gujarati;Philippines;NC-17;980343475;Peso
Relic, The;10/26/1939;75;Drama;Godfree Swidenbank;Edmon Jelleman;Kazakh;China;PG;789943472;Yuan Renminbi
Alps (Alpeis);10.11.1945;73;Romance;Adolphus Normanville;Mathe Liven;Burmese;China;G;928799876;Yuan Renminbi
Saga of Gosta Berling, The (Gösta Berlings saga);07.04.1958;80;Drama;Rip Bafford;Alexei Antoszczyk;West Frisian;Iran;NC-17;210432624;Rial
Popcorn;4/16/1979;186;Drama;Yevette Stirling;Gabrila Raiker;Guaraní;Yemen;PG-13;585342072;Rial
American Me;12.06.2021;126;Thriller;Florian Veryan;Susy Firth;Gujarati;China;NC-17;178532024;Yuan Renminbi
Onion Movie, The;03.03.1965;183;Comedy;Ole Boyack;Derward McKinie;Mongolian;China;G;372868147;Yuan Renminbi
Goemon;3/14/2014;217;Horror;Harlan Belvin;Devland Waskett;Estonian;Canada;PG-13;585119753;Dollar
Standing Aside, Watching;04.06.1900;206;Comedy;Eloisa Faircliffe;Angele Keysall;Icelandic;Cuba;PG;739466168;Peso
Batman: Under the Red Hood;05.09.1969;162;Sci-Fi;Maxie Jonsson;Meir Bowdler;Kazakh;Ethiopia;G;603845206;Birr
Grim Reaper;9/20/1991;180;Thriller;Marilin Zecchetti;Catlin Duchan;Swahili;Philippines;PG;642395731;Peso
Choke;2/20/1926;226;Thriller;Georgie Treadway;Hedy Hember;Bosnian;China;G;322881399;Yuan Renminbi
Chasing Christmas;02.06.2000;138;Horror;Dari O'Corrigane;Nahum Tytler;Tsonga;Guatemala;R;233898480;Quetzal
The Count of Monte Cristo;3/19/1935;218;Horror;Ky Matys;Yorgos Pipe;Thai;Indonesia;PG;928848047;Rupiah
Fluke;06.02.2019;225;Sci-Fi;Selle Greatbanks;Jacintha Alred;Hiri Motu;Poland;PG-13;829917990;Zloty
AKA;06.01.1916;185;Sci-Fi;Kristine Bowbrick;Emilee Ellery;Quechua;Indonesia;R;947453927;Rupiah
Ransom (a.k.a. The Terrorists);07.01.1956;147;Drama;Elbert Sweetmore;Melinda Raoult;Khmer;Indonesia;NC-17;773140625;Rupiah
Season for Miracles, A;07.06.1981;226;Comedy;Burr Jeremaes;Maureen Tippin;Amharic;Brazil;R;629448029;Real
Jungleground;9/21/1987;202;Sci-Fi;Brig Stenton;Ilsa Alvares;Quechua;Portugal;PG;540936465;Euro
Hobbit, The;2/24/1981;237;Horror;Katinka Buckland;Elsinore Kynge;Hiri Motu;China;PG-13;473154705;Yuan Renminbi
Bird;4/14/2021;100;Comedy;Andy De Bellis;Talbert Bartolomeazzi;Fijian;Colombia;NC-17;863400961;Peso
Asylum;05.01.1940;154;Horror;Eb Pearsall;Vitoria Chaundy;Tamil;China;PG;533065686;Yuan Renminbi
Surprise;11.12.1913;228;Romance;Lotti Lubman;Anna-diane Hegarty;Irish Gaelic;Trinidad and Tobago;NC-17;516334567;Dollar
Black Eagle;06.04.1922;156;Comedy;Abbi Buntin;Davine Kezor;Northern Sotho;Philippines;PG;263825981;Peso
For the Birds;01.11.1929;175;Drama;Edvard Tertre;Kip Coslitt;German;Morocco;PG;97871825;Dirham
Marie Krøyer;11.04.1981;61;Romance;Ira Cattellion;Giordano Worster;Bengali;Afghanistan;PG;723911530;Afghani
Schlussmacher;10/29/1933;121;Action;Sonnie Lodwig;Laurianne Lepere;Tswana;China;NC-17;853547552;Yuan Renminbi
Reach the Rock;01.12.2011;153;Sci-Fi;Hilde Manklow;Brendan Elsie;Amharic;Sweden;R;660892559;Krona
McConkey;6/26/2005;177;Comedy;Christos Heller;Page Compton;Aymara;Colombia;G;20628677;Peso
Thirteen, The (Trinadtsat);03.07.1994;198;Thriller;Sigvard Klaas;Fidelio Dreier;French;Japan;PG;354792841;Yen
When a Man Loves a Woman;04.09.1929;115;Drama;Raoul Duffy;Margarete Scarsbrook;Kyrgyz;Russia;PG-13;434671050;Ruble
Sun Valley Serenade;7/15/1931;139;Drama;Lyndell Heifer;Janis Brandli;Hebrew;Colombia;NC-17;110985854;Peso
Your Sister's Sister;08.06.2007;67;Drama;Liesa Ranshaw;Joan Ullyatt;Bislama;Serbia;PG-13;386607807;Dinar
I'll Do Anything;8/13/1944;189;Drama;Muhammad Tolomei;Darbie Isacq;Hiri Motu;Russia;R;910438547;Ruble
Life as We Know It;5/19/2003;127;Thriller;Briana Carbry;Chiquita Clavey;Thai;Philippines;NC-17;11124612;Peso
Old Gringo;12/20/1932;110;Comedy;Bambie Domleo;Staci Hanster;Irish Gaelic;France;G;596932476;Euro
Uncle Marin, the Billionaire (Nea Marin miliardar) (Uncle Martin, the Multimillionaire);02.12.1961;195;Comedy;Bella Blodgetts;Guenna Barns;Romanian;Serbia;R;782968547;Dinar
Surrogates;07.01.1947;82;Horror;Othilie Haggard;Peri Farenden;New Zealand Sign Language;Ukraine;PG-13;969366741;Hryvnia
Showgirls;5/23/1923;192;Drama;Robin Priscott;Florry Weippert;Arabic;Sweden;PG;837141586;Krona
The Clinic;3/13/1924;142;Thriller;Donnajean Vears;Arv Dumberrill;Haitian Creole;Peru;PG;779700696;Sol
Hear No Evil;6/23/2017;117;Sci-Fi;Emanuel McNeillie;Joete Fealey;Telugu;Morocco;G;515032167;Dirham
Two Shots Fired;10/23/2001;117;Romance;Linda Cheer;Janeczka Lines;Tok Pisin;Germany;G;452769251;Euro
Secondhand Lions;05.10.2005;201;Horror;Ginevra Adrianello;Ulrikaumeko Freire;Danish;South Korea;G;408320997;Won
Moon 44;10/20/1960;201;Thriller;Ahmad Grigoryev;Ashla Giraudel;Danish;China;G;546958005;Yuan Renminbi
Tango & Cash;12/16/1973;106;Sci-Fi;Gordan Starkings;Vin Guitt;Indonesian;Portugal;G;286426711;Euro
He Was a Quiet Man;12/18/2007;206;Horror;Idalia Outhwaite;Eleni Khosa;Mongolian;China;PG;405735177;Yuan Renminbi
Drömkåken;11/20/1947;96;Romance;Benedetto Hayles;Evangelina Greep;Hebrew;Poland;PG-13;116757022;Zloty
Soft Fruit;9/29/1973;61;Sci-Fi;Gabrila Ramsell;Pamelina Comi;Hindi;Argentina;PG;783655462;Peso
Dark Prince: The True Story of Dracula;04.09.2022;156;Sci-Fi;Ray Newe;Netti Scrivner;Indonesian;Honduras;NC-17;699624989;Lempira
Endless Summer 2, The;8/21/1983;92;Comedy;Pavia Scoyles;Frank Scholey;Bengali;China;PG-13;96559815;Yuan Renminbi
Gun Fury;8/23/1903;195;Romance;Lyndy Fipp;Tobiah Backshall;Montenegrin;Russia;NC-17;84433102;Ruble
Stop Making Sense;6/27/1986;124;Horror;Terrie Cammiemile;Brooke Claisse;Korean;China;PG-13;683631855;Yuan Renminbi
Poltergeist;11.03.1900;131;Comedy;Mohandas Howford;Dorena Danbye;Northern Sotho;Syria;R;694850146;Pound
Devil and Daniel Johnston, The;11.12.1983;148;Sci-Fi;Noak Bagworth;Joey Brockway;Hebrew;Indonesia;R;777759117;Rupiah
Day the Fish Came Out, The;12.05.1906;125;Thriller;Kara-lynn Bowich;Siusan Landrieu;Albanian;Iran;R;177594097;Rial
Silver Stallion (Silver Brumpy, The);4/25/1928;84;Horror;Wolf Webburn;Poul Storrar;Assamese;Serbia;R;702531609;Dinar
Fire Down Below;12/31/1948;66;Thriller;Hasty Tower;Lorianna Windsor;Burmese;Vietnam;G;248959230;Dong
One, The;3/17/1997;107;Comedy;Brianna Moral;Federico Hunnicutt;Albanian;Azerbaijan;PG-13;103093364;Manat
Wild Love;2/20/1989;220;Sci-Fi;Ernie Jahnisch;Maynord M'Quharg;Nepali;Iraq;PG;296333369;Dinar
Into Eternity;08.09.1902;81;Drama;Kore Nolleau;Marj Latan;Catalan;France;R;143156426;Euro
Subspecies;9/30/1927;139;Comedy;Rania Leathers;Eve Langmead;Croatian;China;PG;649796621;Yuan Renminbi
Stella Maris;06.05.1945;69;Action;Lucian Feirn;Mike Firpi;Greek;China;R;786378364;Yuan Renminbi
Extreme Measures;03.04.1913;108;Comedy;Inigo Myford;Ailsun Barnicott;Hiri Motu;China;G;724172286;Yuan Renminbi
Nun's Story, The;09.08.1909;196;Comedy;Kaycee Donati;Eran Parsley;Armenian;China;PG;591455761;Yuan Renminbi
New Year's Eve;01.09.1939;182;Romance;Albie Mitchener;Brion Willisch;Dutch;Indonesia;NC-17;678077468;Rupiah
Rainbow Valley;7/15/1938;199;Drama;Edin Keepence;Otto Bauer;Icelandic;Chile;G;500637428;Peso
Victor Sjöström: Ett porträtt;5/23/1952;61;Horror;Polly Gilphillan;Shelby Jacobi;Bengali;China;R;418811989;Yuan Renminbi
Exhibition;08.11.1933;239;Comedy;Jackquelin Esp;Tomaso Ibbotson;Danish;Poland;G;439209963;Zloty
Bad Boys;12/19/1957;137;Romance;Shea Croome;Maye Ingrey;Montenegrin;China;PG-13;952203261;Yuan Renminbi
Bandit, The (Eskiya);4/28/1984;138;Horror;Irita Bettridge;Phyllis Dmitrievski;Bosnian;Ukraine;G;809136746;Hryvnia
21 Hours at Munich;06.05.2006;105;Action;Godfry Elston;Joel Oven;Kurdish;China;PG-13;428355088;Yuan Renminbi
Deliverance Creek;3/31/1972;132;Action;Pammi Kenen;Farlay Grier;Albanian;Portugal;G;389048333;Euro
Dickson Experimental Sound Film;11/25/1984;207;Thriller;Corney Czyz;Anneliese Ben-Aharon;Japanese;Brazil;G;521316340;Real
Trouble with Dee Dee, The;03.04.1958;208;Comedy;Jordan Outridge;Herbie Inman;Czech;Vietnam;PG-13;240916975;Dong
Angry Red Planet, The;6/19/1919;64;Thriller;Bessie Haker;Shani Saunier;Fijian;Indonesia;PG-13;470977216;Rupiah
Each Dawn I Die;3/17/1902;108;Drama;Claudia Teml;Oliy Franchioni;Czech;Thailand;G;544612787;Baht
One Night with the King;08.07.1925;171;Sci-Fi;Carroll Billiard;Carrol MacMurray;Nepali;Poland;PG-13;412810531;Zloty
Old San Francisco;02.11.1933;179;Thriller;Rachelle Drake;Maximilianus Thamelt;Malayalam;Russia;NC-17;288026001;Ruble
Your Vice is a Locked Room and Only I Have the Key;10.06.1959;180;Romance;Tandi Arzu;Kirk Whear;Azeri;Czech Republic;NC-17;784841872;Koruna
St. Elmo's Fire;12.04.1908;147;Thriller;Martie Sussex;Hoyt Garbar;Malayalam;Greece;R;18343246;Euro
Porgy and Bess;11.06.1995;193;Comedy;Daryle Mathelin;Loren Glassopp;Kazakh;Indonesia;PG-13;735471645;Rupiah
Miss You Can Do It;06.04.1979;124;Drama;Trixie O' Ronan;Ozzy De Caroli;Bulgarian;China;G;895835063;Yuan Renminbi
Autobiography of Miss Jane Pittman, The;07.09.1926;70;Romance;Vonny Boyington;Hadlee Trevethan;Assamese;Philippines;R;341622181;Peso
Island in the Sun;12/24/1942;83;Comedy;Clovis Donhardt;Hobey Yegorkov;Filipino;Brazil;G;70406872;Real
Liberty Heights;12/13/1987;198;Horror;Darda Sherrock;Ethe Whitney;Moldovan;China;G;213347437;Yuan Renminbi
Mulholland Falls;9/20/1993;154;Sci-Fi;Neil Katte;Trenton Charles;Estonian;Zimbabwe;R;185376504;Dollar
Road to Nowhere;8/27/1945;138;Sci-Fi;Samara Rizzardi;Fee Chieze;Gujarati;Mexico;NC-17;435181019;Peso
Green Chair (Noksaek uija);02.09.1933;183;Drama;Heida Samwell;Dee dee Willmer;Indonesian;Colombia;PG;747063424;Peso
Incubus, The;3/29/2017;129;Romance;Tad Fadian;Alix Ewin;Tamil;Indonesia;G;358857341;Rupiah
Paradise Road;3/20/1927;192;Drama;Louisa McBeth;Claudianus Bramsom;Hindi;Albania;NC-17;14704911;Lek
Dragon ball Z 04: Lord Slug;03.11.1961;129;Thriller;Cordie Chaikovski;Selene Gilffilland;Haitian Creole;China;G;731515815;Yuan Renminbi
Guru;07.06.1908;94;Comedy;Honey Elfes;Ashbey Dafydd;Arabic;Argentina;PG;906303752;Peso
Stalag Luft;8/24/1982;67;Romance;Manon Bauer;Hayyim Goodridge;Zulu;Costa Rica;PG;740022698;Colon
Repatriation;05.07.1986;145;Drama;Libbi Iddiens;Corliss Naughton;Tok Pisin;China;R;268267220;Yuan Renminbi
Monster;07.10.1960;184;Sci-Fi;Bax Wisby;Jeffry Denton;Tamil;Philippines;R;633873651;Peso
Family Friend, The (L'amico di famiglia);12.12.1998;220;Thriller;Deny Hedderly;Francine Innes;Portuguese;Russia;PG-13;67778966;
Surf Ninjas;11.05.1978;168;Action;Kailey Sore;Emlyn Apedaile;Azeri;Micronesia;PG-13;363176862;Dollar
In Search of the Castaways;04.05.1971;100;Romance;Christy Spavins;Fredric Deschlein;German;United States;NC-17;864068823;Dollar
Outlaw and His Wife, The (a.k.a. You and I) (Berg-Ejvind och hans hustru);11/18/1933;69;Horror;Tabbie Iacovazzi;Jamal Minton;Luxembourgish;China;R;615574265;Yuan Renminbi
My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre);03.12.1991;216;Comedy;Bat Buston;Gaylord Reveland;Hiri Motu;Greece;PG;238903802;Euro
Laid To Rest;6/17/2018;157;Romance;Jocko Corney;Frazer Draijer;Tamil;Japan;R;598528894;Yen
Airspeed;6/17/1998;60;Comedy;Ive Poure;Bealle Beardmore;Swedish;Nigeria;PG;655450697;Naira
This Is 40;06.10.1940;97;Sci-Fi;Boony Larchiere;Shelby Shinton;Latvian;Guam;R;241859767;Dollar
Benigni;2/15/1934;223;Romance;Sky Stockhill;Ellen Gabbot;Greek;Vietnam;NC-17;860041711;Dong
Beyond Re-Animator;03.03.1998;182;Drama;Immanuel Wildin;Hali Faunch;Montenegrin;Brazil;PG;131575812;Real
True Crime;02.12.1932;115;Thriller;Haily Strethill;Mal Sissot;Croatian;Panama;R;271050272;Balboa
It Happened Tomorrow;10.08.2020;219;Action;Giovanna Vice;Myrta McGilmartin;Croatian;China;G;346269046;Yuan Renminbi
Milky Way (Tejút);5/22/1947;154;Thriller;Margret Brandle;Randy Corradino;Catalan;Morocco;PG;811005333;Dirham
Quiet Ones, The;11.08.2002;80;Horror;Tod Gorges;Bren Chatburn;Catalan;Sweden;NC-17;484500581;Krona
Paranoia Agent;5/18/1979;183;Drama;Brant Osan;Helene Wagenen;Tsonga;Costa Rica;PG-13;99624077;Colon
Unzipped;12.01.1948;85;Drama;Ralf Breffit;Isa Winter;Indonesian;Uruguay;PG-13;834527557;Peso
King of Hearts;6/22/1976;186;Sci-Fi;Hettie Janssen;Madella Charlo;Croatian;China;PG-13;837940986;Yuan Renminbi
Kidnap Syndicate;06.01.1968;62;Romance;Dorie Curry;Kat Coke;Zulu;South Korea;PG;455270889;Won
Salvador (Puig Antich);5/27/1991;215;Action;Xerxes Dunlea;Liva Gillard;Romanian;Argentina;G;526217635;Peso
Kiss of the Spider Woman;03.10.2008;96;Comedy;Trixi Feathersby;Roxana Saunt;Punjabi;Honduras;NC-17;945838467;Lempira
Little Mermaid: Ariel's Beginning, The;03.06.2010;105;Sci-Fi;Curtice Wartnaby;Krishna Pollins;Georgian;Colombia;R;477866308;Peso
Expendables 3, The;08.06.2004;71;Drama;Odelle Thuillier;Doretta Malec;Indonesian;Indonesia;G;710817205;Rupiah
Divine Intervention (Yadon ilaheyya);11/15/1976;85;Horror;Harper Dome;Sauncho Boolsen;Gagauz;Indonesia;PG-13;962412406;Rupiah
Rise of the Zombies;06.12.1920;166;Romance;Jacqui Bleeze;Becka Wittke;Albanian;China;R;35018089;Yuan Renminbi
Adventures of Buckaroo Banzai Across the 8th Dimension, The;10/19/1962;85;Horror;Lolita Dowse;Rickert Krahl;Khmer;China;PG;852413255;Yuan Renminbi
