dog_name=|=dog_breed=|=event_datetime=|=active=|=gender=|=sales=|=foodname=|=brand
Canadian river otter=|=Labrador Retriever=|=2021-01-25T04:02:10Z=|=false=|=Male=|=1336=|=Cake Circle, Foil, Scallop=|=Holoubek Corp
Porcupine, north american=|=German Shepherd=|=2020-08-31T08:54:40Z=|=true=|=Non-binary=|=388=|=Bread - White, Sliced=|=Holoubek Corp
Egyptian viper=|=Siberian Husky=|=2023-04-18T12:42:17Z=|=false=|=Male=|=1918=|=Longos - Chicken Caeser Salad=|=Kumciaczkos
Darter, african=|=Beagle=|=2021-01-16T17:17:31Z=|=false=|=Female=|=1527=|=Flour - So Mix Cake White=|=Witold's and Jerzy's
Malabar squirrel=|=Beagle=|=2023-02-06T16:44:11Z=|=true=|=Non-binary=|=208=|=Catfish - Fillets=|=Sznippers
Black-crowned crane=|=Boxer=|=2022-06-01T10:16:36Z=|=true=|=Male=|=951=|=Carbonated Water - Blackcherry=|=Witold's and Jerzy's
Golden brush-tailed possum=|=Labrador Retriever=|=2021-02-11T11:59:08Z=|=true=|=Male=|=1024=|=Soup - Campbells Mushroom=|=Kloburg
Wombat, common=|=Bulldog=|=2020-09-19T14:27:06Z=|=true=|=Female=|=1907=|=Shopper Bag - S - 4=|=Xen
Tawny frogmouth=|=Poodle=|=2022-08-11T12:14:01Z=|=true=|=Genderfluid=|=1096=|=Wine - Savigny - Les - Beaune=|=Holoubek Corp
Black-winged stilt=|=Rottweiler=|=2022-11-24T20:17:03Z=|=true=|=Male=|=1353=|=Napkin White - Starched=|=Miautex
Whip-tailed wallaby=|=Poodle=|=2021-03-03T15:41:09Z=|=true=|=Female=|=535=|=Melon - Cantaloupe=|=Kloburg
Oriental short-clawed otter=|=Beagle=|=2020-06-09T07:24:40Z=|=true=|=Female=|=1672=|=Grapes - Green=|=Witold's and Jerzy's
Dusky gull=|=Siberian Husky=|=2020-12-07T07:17:00Z=|=false=|=Female=|=444=|=Crab - Dungeness, Whole, live=|=Holoubek Corp
Bat, madagascar fruit=|=Labrador Retriever=|=2021-03-13T23:46:47Z=|=true=|=Male=|=147=|=Milk - 1%=|=Miautex
White-necked stork=|=Beagle=|=2022-04-04T07:04:04Z=|=true=|=Male=|=1181=|=Bread Cranberry Foccacia=|=Sznippers
South African hedgehog=|=Dachshund=|=2021-12-09T06:13:09Z=|=true=|=Male=|=347=|=Milk - 2% 250 Ml=|=Kloburg
Robin, kalahari scrub=|=Labrador Retriever=|=2021-05-21T10:14:32Z=|=true=|=Male=|=1618=|=Paste - Black Olive=|=Holoubek Corp
African jacana=|=Siberian Husky=|=2022-12-06T07:56:42Z=|=false=|=Female=|=624=|=Tomatoes=|=Witold's and Jerzy's
Barasingha deer=|=Dachshund=|=2021-08-22T22:24:15Z=|=false=|=Male=|=481=|=Pepsi - Diet, 355 Ml=|=Kloburg
Stork, painted=|=Dachshund=|=2021-01-16T09:14:49Z=|=true=|=Polygender=|=1972=|=Beer - Blue=|=Kloburg
Flicker, field=|=Rottweiler=|=2021-10-29T18:24:11Z
Cat, african wild=|=Rottweiler=|=2020-04-28T16:44:04Z=|=false=|=Male=|=1012=|=Table Cloth 54x72 White=|=Xen
Red sheep=|=Bulldog=|=2022-12-19T07:02:24Z=|=true=|=Polygender=|=737=|=Longos - Chicken Cordon Bleu=|=Witold's and Jerzy's
Crow, american=|=Dachshund=|=2020-04-24T07:45:58Z=|=false=|=Male=|=1188=|=Salmon - Canned=|=Kumciaczkos
Little blue penguin=|=Boxer=|=2021-07-09T13:22:51Z=|=true=|=Male=|=472=|=Pork - Tenderloin, Fresh=|=Miautex
Flicker, campo=|=Beagle=|=2021-11-05T00:48:02Z=|=false=|=Female=|=511=|=Cheese Cloth No 60=|=Xen
Dragon, western bearded=|=Beagle=|=2021-02-18T00:52:15Z=|=false=|=Female=|=261=|=Halibut - Fletches=|=Kumciaczkos
Giant girdled lizard=|=Dachshund=|=2021-07-14T13:08:49Z=|=false=|=Genderqueer=|=639=|=Wine - Spumante Bambino White=|=Miautex
Red-necked phalarope=|=Golden Retriever=|=2020-05-09T05:35:55Z=|=true=|=Male=|=452=|=Lettuce - Radicchio=|=Sznippers
Vulture, griffon=|=Boxer=|=2021-12-19T20:18:24Z=|=false=|=Female=|=557=|=Chips - Miss Vickies=|=Xen
Onager=|=Golden Retriever=|=2021-07-24T16:56:48Z=|=false=|=Female=|=1857=|=Quail - Whole, Bone - In=|=Kumciaczkos
Malachite kingfisher=|=Rottweiler=|=2021-09-20T07:32:00Z=|=false=|=Female=|=166=|=Tart - Lemon=|=Xen
Lizard, goanna=|=Labrador Retriever=|=2022-12-29T01:08:11Z=|=false=|=Female=|=1160=|=Cookie - Oreo 100x2=|=Kumciaczkos
Crowned hawk-eagle=|=Dachshund=|=2021-05-03T07:55:07Z=|=false=|=Male=|=1829=|=Plasticforkblack=|=Holoubek Corp
Zorro, azara's=|=Beagle=|=2021-11-03T10:06:36Z=|=true=|=Male=|=534=|=Wine - Rosso Toscano Igt=|=Miautex
Armadillo, common long-nosed=|=Labrador Retriever=|=2021-04-08T08:42:01Z=|=true=|=Female=|=929=|=Rum - Dark, Bacardi, Black=|=Kloburg
Rhea, common=|=Bulldog=|=2021-05-15T10:03:19Z=|=false=|=Female=|=228=|=Doilies - 5, Paper=|=Sznippers
Brazilian tapir=|=Beagle=|=2021-09-03T11:52:37Z=|=true=|=Female=|=592=|=Bread - White, Sliced=|=Kloburg
White-winged tern=|=Siberian Husky=|=2021-06-14T15:05:19Z=|=false=|=Genderfluid=|=282=|=Flavouring Vanilla Artificial=|=Kloburg
Honey badger=|=Bulldog=|=2022-10-12T20:19:59Z=|=true=|=Male=|=142=|=Pear - Asian=|=Kumciaczkos
Northern fur seal=|=Dachshund=|=2023-01-22T01:26:27Z=|=false=|=Male=|=1373=|=Appetizer - Sausage Rolls=|=Xen
Badger, honey=|=Rottweiler=|=2021-12-27T09:19:05Z=|=false=|=Male=|=743=|=Wine - Ej Gallo Sierra Valley=|=Witold's and Jerzy's
Swan, black=|=Labrador Retriever=|=2023-05-11T16:28:46Z=|=true=|=Male=|=624=|=Chilli Paste, Ginger Garlic=|=Kumciaczkos
Anaconda (unidentified)=|=Golden Retriever=|=2022-05-12T09:53:36Z=|=true=|=Male=|=1279=|=Beer - Sleeman Fine Porter=|=Holoubek Corp
Black swan=|=Poodle=|=2022-12-29T03:54:25Z=|=false=|=Male=|=1846=|=Propel Sport Drink=|=Kumciaczkos
Skunk, striped=|=Dachshund=|=2020-12-21T22:20:45Z=|=true=|=Female=|=1869=|=Muffin Orange Individual=|=Holoubek Corp
Kangaroo, western grey=|=Siberian Husky=|=2022-11-06T18:04:16Z=|=true=|=Female=|=584=|=Limes=|=Xen
Eagle, tawny=|=Bulldog=|=2020-11-26T18:18:36Z=|=true=|=Male=|=494=|=Yogurt - Cherry, 175 Gr=|=Kloburg
Malagasy ground boa=|=Bulldog=|=2022-08-30T08:30:54Z=|=false=|=Male=|=1403=|=Coconut - Shredded, Unsweet=|=Miautex
Flicker, campo=|=Bulldog=|=2021-12-01T12:31:45Z=|=false=|=Female=|=482=|=Wine - Vineland Estate Semi - Dry=|=Sznippers
African ground squirrel (unidentified)=|=Boxer=|=2020-12-31T02:43:38Z=|=false=|=Male=|=706=|=Fennel - Seeds=|=Xen
Madagascar hawk owl=|=Boxer=|=2022-11-09T17:35:29Z=|=true=|=Male=|=1926=|=Table Cloth 62x114 Colour=|=Witold's and Jerzy's
Yellow-billed hornbill=|=Labrador Retriever=|=2022-08-11T18:53:45Z=|=true=|=Male=|=896=|=Port - 74 Brights=|=Kumciaczkos
Levaillant's barbet=|=Boxer=|=2021-11-10T07:43:13Z=|=true=|=Male=|=1898=|=Sugar - Fine=|=Miautex
Hen, sage=|=Boxer=|=2022-11-06T04:34:56Z=|=true=|=Female=|=1397=|=Mousse - Passion Fruit=|=Xen
Feral rock pigeon=|=Dachshund=|=2020-11-10T19:42:23Z=|=true=|=Female=|=1003=|=Wine - Jaboulet Cotes Du Rhone=|=Sznippers
Egret, great=|=German Shepherd=|=2020-10-15T10:19:28Z=|=false=|=Male=|=1485=|=Currants=|=Witold's and Jerzy's
Eagle, bald=|=Bulldog=|=2023-04-03T08:46:43Z=|=false=|=Male=|=1460=|=Flavouring Vanilla Artificial=|=Witold's and Jerzy's
Lily trotter=|=Siberian Husky=|=2020-05-26T01:25:55Z=|=true=|=Male=|=1258=|=Soup Bowl Clear 8oz92008=|=Xen
Killer whale=|=Dachshund=|=2022-04-16T05:48:06Z=|=false=|=Male=|=1450=|=Muffin - Mix - Bran And Maple 15l=|=Witold's and Jerzy's
Skink, african=|=Labrador Retriever=|=2023-03-16T06:46:46Z=|=true=|=Male=|=1878=|=Soup - Campbells Beef Noodle=|=Kloburg
Red and blue macaw=|=Beagle=|=2022-10-23T18:33:08Z=|=true=|=Male=|=1587=|=Soup - Knorr, Veg / Beef=|=Sznippers
Polecat, african=|=Golden Retriever=|=2023-03-08T01:58:29Z=|=false=|=Female=|=1220=|=Tea Peppermint=|=Sznippers
Common green iguana=|=Dachshund=|=2020-11-14T16:58:26Z=|=false=|=Female=|=928=|=Parsley - Fresh=|=Sznippers
Seal, northern fur=|=Siberian Husky=|=2021-06-24T14:00:37Z=|=true=|=Male=|=1565=|=Cheese - Stilton=|=Kumciaczkos
American crow=|=German Shepherd=|=2021-02-21T06:19:26Z=|=false=|=Female=|=1005=|=Foil Cont Round=|=Miautex
Red-billed toucan=|=Labrador Retriever=|=2022-04-13T20:44:21Z=|=false=|=Male=|=783=|=Water - Mineral, Carbonated=|=Miautex
Red kangaroo=|=Golden Retriever=|=2021-07-25T15:43:24Z=|=true=|=Female=|=643=|=Stainless Steel Cleaner Vision=|=Miautex
Catfish, blue=|=Golden Retriever=|=2023-05-25T00:24:18Z=|=true=|=Male=|=1935=|=Cheese - Brie,danish=|=Witold's and Jerzy's
Malabar squirrel=|=Dachshund=|=2021-07-26T07:17:06Z=|=false=|=Female=|=1741=|=Flour - Bran, Red=|=Kloburg
Kirk's dik dik=|=Labrador Retriever=|=2021-07-25T19:30:02Z=|=true=|=Female=|=1963=|=Sauce - Vodka Blush=|=Xen
African snake (unidentified)=|=Bulldog=|=2022-07-15T00:19:53Z=|=true=|=Female=|=211=|=Venison - Racks Frenched=|=Sznippers
Ostrich=|=Golden Retriever=|=20
Spoonbill, white=|=Dachshund=|=2021-05-24T14:45:53Z=|=true=|=Female=|=1549=|=Sauce - Hp=|=Kumciaczkos
Whale, baleen=|=Dachshund=|=2020-04-17T05:42:55Z=|=true=|=Female=|=1778=|=Energy - Boo - Koo=|=Sznippers
Indian giant squirrel=|=Bulldog=|=2022-08-21T09:47:10Z=|=true=|=Genderqueer=|=153=|=Marjoram - Dried, Rubbed=|=Kloburg
Gray duiker=|=Golden Retriever=|=2022-08-07T04:13:13Z=|=true=|=Male=|=1968=|=Pasta - Lasagna Noodle, Frozen=|=Kloburg
Fisher=|=Poodle=|=2022-11-30T12:30:33Z=|=true=|=Female=|=680=|=Coffee - Irish Cream=|=Xen
Bee-eater, white-fronted=|=Rottweiler=|=2021-03-22T03:14:13Z=|=false=|=Female=|=589=|=Cinnamon Buns Sticky=|=Miautex
Swallow-tail gull=|=Labrador Retriever=|=2022-07-04T18:32:00Z=|=true=|=Non-binary=|=814=|=Beef - Rib Roast, Capless=|=Miautex
Black-cheeked waxbill=|=German Shepherd=|=2023-02-06T23:52:48Z=|=false=|=Male=|=1345=|=Table Cloth 90x90 Colour=|=Miautex
Common rhea=|=Beagle=|=2020-08-27T07:14:51Z=|=false=|=Male=|=813=|=Sauce - Chili=|=Holoubek Corp
Lion, galapagos sea=|=Beagle=|=2023-02-09T09:05:40Z=|=true=|=Female=|=343=|=Long Island Ice Tea=|=Kloburg
Mouflon=|=German Shepherd=|=2021-10-10T12:20:24Z=|=true=|=Male=|=858=|=Chilli Paste, Hot Sambal Oelek=|=Sznippers
Stork, greater adjutant=|=Siberian Husky=|=2022-09-10T15:02:56Z=|=true=|=Male=|=1871=|=Ecolab Crystal Fusion=|=Kumciaczkos
Raccoon, common=|=Poodle=|=2022-02-06T19:43:04Z=|=true=|=Male=|=281=|=Cookie Dough - Chunky=|=Xen
Wallaby, bennett's=|=Rottweiler=|=2023-01-19T01:32:46Z=|=true=|=Male=|=172=|=Bread - Raisin Walnut Pull=|=Holoubek Corp
Lesser mouse lemur=|=German Shepherd=|=2022-02-06T18:52:14Z=|=false=|=Male=|=411=|=Cheese - Parmesan Grated=|=Sznippers
Guanaco=|=Boxer=|=2023-02-06T16:55:30Z=|=true=|=Female=|=1810=|=Lettuce - Sea / Sea Asparagus=|=Kumciaczkos
Yellow-crowned night heron=|=Rottweiler=|=2023-02-09T22:37:22Z=|=true=|=Polygender=|=1661=|=Pastry - Plain Baked Croissant=|=Kumciaczkos
Two-toed tree sloth=|=Poodle=|=2021-08-29T16:36:57Z=|=false=|=Female=|=1942=|=Kahlua=|=Kumciaczkos
Monitor, water=|=Beagle=|=2022-12-19T23:51:29Z=|=true=|=Female=|=1922=|=V8 Pet=|=Holoubek Corp
Lion, australian sea=|=Labrador Retriever=|=2021-06-12T08:25:07Z=|=true=|=Non-binary=|=1724=|=Cleaner - Lime Away=|=Kloburg
Vulture, egyptian=|=Bulldog=|=2022-04-15T04:11:54Z=|=true=|=Female=|=1981=|=Cheese - Parmesan Cubes=|=Kumciaczkos
Western pygmy possum=|=Bulldog=|=2023-05-07T18:01:26Z=|=true=|=Genderqueer=|=495=|=Salt - Seasoned=|=Xen
Pied crow=|=Dachshund=|=2022-12-12T11:23:11Z=|=true=|=Male=|=1321=|=Beets - Pickled=|=Miautex
Little grebe=|=German Shepherd=|=2023-03-30T15:21:14Z=|=false=|=Female=|=788=|=Cheese - Taleggio D.o.p.=|=Witold's and Jerzy's
Kangaroo, jungle=|=German Shepherd=|=2022-05-16T11:45:19Z=|=false=|=Female=|=1976=|=Cabbage - Green=|=Witold's and Jerzy's
American alligator=|=Golden Retriever=|=2020-11-26T11:10:52Z=|=true=|=Female=|=1994=|=Appetizer - Mini Egg Roll, Shrimp=|=Witold's and Jerzy's
Red-billed hornbill=|=Beagle=|=2022-06-11T14:07:28Z=|=true=|=Male=|=1291=|=Cheese - Le Cheve Noir=|=Holoubek Corp
Brazilian otter=|=Beagle=|=2021-05-19T05:32:55Z=|=true=|=Female=|=725=|=Cheese - Oka=|=Miautex
Defassa waterbuck=|=Golden Retriever=|=2020-04-16T01:12:45Z=|=false=|=Female=|=609=|=Pepper - Green Thai=|=Miautex
Shelduck, common=|=Labrador Retriever=|=2022-11-17T11:10:06Z=|=true=|=Male=|=405=|=Lamb Tenderloin Nz Fr=|=Witold's and Jerzy's
Emerald green tree boa=|=Bulldog=|=2023-04-12T00:04:51Z=|=true=|=Male=|=942=|=Bar Nature Valley=|=Kumciaczkos
Long-tailed spotted cat=|=Dachshund=|=2021-08-26T19:11:17Z=|=true=|=Female=|=1820=|=Chicken - Whole Fryers=|=Kumciaczkos
Bent-toed gecko=|=Siberian Husky=|=2022-10-25T18:33:10Z=|=false=|=Female=|=457=|=Red Cod Fillets - 225g=|=Kloburg
Hyena, striped=|=Labrador Retriever=|=2021-05-15T10:43:24Z=|=true=|=Female=|=863=|=Dill Weed - Fresh=|=Kloburg
Sifaka, verreaux's=|=Rottweiler=|=2020-05-22T20:22:24Z=|=true=|=Male=|=1657=|=Ice Cream - Chocolate=|=Witold's and Jerzy's
Mexican beaded lizard=|=German Shepherd=|=2021-10-09T23:05:34Z=|=true=|=Female=|=1632=|=Oregano - Fresh=|=Kloburg
Squirrel, smith's bush=|=Poodle=|=2021-04-29T10:41:39Z=|=true=|=Male=|=1513=|=Sea Bass - Fillets=|=Xen
Western spotted skunk=|=Beagle=|=2022-05-08T21:27:37Z=|=true=|=Male=|=576=|=Syrup - Monin, Amaretta=|=Kumciaczkos
Mountain duck=|=Dachshund=|=2021-10-03T00:50:18Z=|=false=|=Male=|=1104=|=Appetizer - Southwestern=|=Miautex
Grenadier, common=|=German Shepherd=|=2021-12-07T15:39:45Z=|=true=|=Genderqueer=|=468=|=Mushroom - Enoki, Fresh=|=Sznippers
Cape clawless otter=|=Siberian Husky=|=2022-06-07T13:38:47Z=|=false=|=Male=|=963=|=Shrimp - Baby, Warm Water=|=Witold's and Jerzy's
Quail, gambel's=|=German Shepherd=|=2022-01-21T01:47:31Z=|=true=|=Male=|=732=|=Milk - Buttermilk=|=Sznippers
Squirrel, antelope ground=|=Beagle=|=2022-02-15T07:12:24Z=|=false=|=Male=|=1030=|=Sobe - Tropical Energy=|=Holoubek Corp
Raccoon dog=|=Siberian Husky=|=2022-11-02T14:13:22Z=|=false=|=Female=|=160=|=Lemonade - Mandarin, 591 Ml=|=Holoubek Corp
Bear, american black=|=German Shepherd=|=2022-04-14T12:58:31Z=|=false=|=Bigender=|=1961=|=Ostrich - Prime Cut=|=Sznippers
Jungle kangaroo=|=Dachshund=|=2021-02-01T05:37:06Z=|=true=|=Male=|=1442=|=Basil - Primerba, Paste=|=Kloburg
Heron, little=|=Siberian Husky=|=2022-01-10T06:08:20Z=|=true=|=Female=|=1895=|=Pepper - Scotch Bonnet=|=Witold's and Jerzy's
Lesser flamingo=|=Beagle=|=2021-08-16T13:43:05Z=|=true=|=Male=|=1194=|=Blue Curacao - Marie Brizard=|=Holoubek Corp
Eastern fox squirrel=|=Labrador Retriever=|=2023-03-05T08:02:33Z=|=true=|=Female=|=1979=|=Pork - Belly Fresh=|=Kumciaczkos
Giant otter=|=Beagle=|=2022-02-28T23:24:00Z=|=false=|=Male=|=1112=|=Lamb Leg - Bone - In Nz=|=Xen
Monkey, black spider=|=Rottweiler=|=2023-05-04T08:23:03Z=|=false=|=Female=|=1621=|=Ginger - Fresh=|=Holoubek Corp
Wolf, mexican=|=Labrador Retriever=|=2020-12-24T13:46:00Z=|=true=|=Female=|=972=|=Bread - Multigrain=|=Witold's and Jerzy's
Deer, barasingha=|=Boxer=|=2021-02-07T06:28:09Z=|=true=|=Female=|=968=|=Brocolinni - Gaylan, Chinese=|=Witold's and Jerzy's
Red howler monkey=|=Dachshund=|=2022-06-18T03:19:58Z=|=false=|=Male=|=1310=|=Parsley - Dried=|=Kloburg
Kangaroo, jungle=|=Bulldog=|=2020-09-11T06:38:52Z=|=true=|=Female=|=1450=|=Veal - Eye Of Round=|=Xen
Gecko, bent-toed=|=German Shepherd=|=2020-05-12T08:00:59Z=|=false=|=Male=|=438=|=Foam Tray S2=|=Sznippers
European stork=|=Poodle=|=2022-08-18T21:06:32Z=|=false=|=Polygender=|=581=|=Tomato - Tricolor Cherry=|=Witold's and Jerzy's
Eastern indigo snake=|=Rottweiler=|=2022-03-07T18:53:12Z=|=true=|=Female=|=205=|=Green Scrubbie Pad H.duty=|=Kloburg
Bennett's wallaby=|=Poodle=|=2021-04-23T10:44:05Z=|=false=|=Male=|=1521=|=Halibut - Steaks=|=Witold's and Jerzy's
Galapagos hawk=|=German Shepherd=|=2022-11-07T06:39:06Z=|=false=|=Male=|=779=|=Pepper - Cubanelle=|=Witold's and Jerzy's
Crested barbet=|=Bulldog=|=2020-11-14T02:12:36Z=|=true=|=Genderqueer=|=1907=|=Salt - Sea=|=Kumciaczkos
Eagle, white-bellied sea=|=German Shepherd=|=2022-02-18T04:10:34Z=|=true=|=Male=|=1638=|=Pastry - Baked Scones - Mini=|=Holoubek Corp
Cockatoo, red-breasted=|=Boxer=|=202
Vulture, bengal=|=Siberian Husky=|=2
Badger, honey=|=Bulldog=|=2022-08-19T02:50:24Z=|=true=|=Female=|=1107=|=Cloves - Ground=|=Witold's and Jerzy's
Cape white-eye=|=Dachshund=|=2022-11-10T03:50:33Z=|=false=|=Female=|=518=|=Swiss Chard=|=Kumciaczkos
Common brushtail possum=|=German Shepherd=|=2021-01-25T02:16:44Z=|=false=|=Female=|=605=|=Water - San Pellegrino=|=Kloburg
Striped dolphin=|=Golden Retriever=|=2022-12-30T10:23:16Z=|=false=|=Male=|=1787=|=Ecolab - Orange Frc, Cleaner=|=Sznippers
Turkey, common=|=Golden Retriever=|=2023-01-03T12:55:40Z=|=true=|=Bigender=|=1077=|=Wine - Magnotta - Cab Franc=|=Xen
Frogmouth, tawny=|=Labrador Retriever=|=2021-06-15T13:58:14Z=|=true=|=Male=|=955=|=Wine - Sherry Dry Sack, William=|=Kloburg
Cobra, cape=|=Boxer=|=2022-06-13T11:48:14Z=|=false=|=Female=|=846=|=Salami - Genova=|=Miautex
Black-backed magpie=|=German Shepherd=|=2020-05-21T10:12:38Z=|=true=|=Male=|=1742=|=Seedlings - Clamshell=|=Holoubek Corp
Wood pigeon=|=Bulldog=|=2023-04-20T16:16:20Z=|=false=|=Female=|=1548=|=Bagel - 12 Grain Preslice=|=Holoubek Corp
Seal, common=|=Golden Retriever=|=2021-04-27T02:47:27Z=|=false=|=Female=|=1173=|=Table Cloth 62x114 White=|=Holoubek Corp
Agile wallaby=|=Dachshund=|=2022-05-13T07:27:30Z=|=false=|=Male=|=1370=|=Sambuca - Opal Nera=|=Kloburg
Ibis, glossy=|=Beagle=|=2023-01-23T00:11:54Z=|=true=|=Female=|=841=|=Yogurt - Plain=|=Witold's and Jerzy's
Wambenger, red-tailed=|=Golden Retriever=|=2022-10-27T21:08:36Z=|=false=|=Female=|=1651=|=Juice - Grape, White=|=Kloburg
North American beaver=|=Boxer=|=2021-01-23T09:21:45Z=|=true=|=Male=|=905=|=Veal - Striploin=|=Kloburg
Kangaroo, jungle=|=German Shepherd=|=2022-06-24T20:20:34Z=|=true=|=Female=|=915=|=Sausage - Chorizo=|=Witold's and Jerzy's
Long-tailed jaeger=|=Beagle=|=2020-09-03T01:41:33Z=|=false=|=Female=|=933=|=Beer - Sleemans Cream Ale=|=Witold's and Jerzy's
Wolf, timber=|=Boxer=|=2023-01-04T00:31:36Z=|=true=|=Bigender=|=1577=|=Pork - Tenderloin, Fresh=|=Miautex
Marabou stork=|=Poodle=|=2020-04-08T04:45:52Z=|=false=|=Female=|=459=|=Oysters - Smoked=|=Holoubek Corp
Silver gull=|=Poodle=|=2021-10-15T07:23:23Z=|=true=|=Female=|=110=|=Appetizer - Lobster Phyllo Roll=|=Kumciaczkos
Southern black-backed gull=|=Dachshund=|=2022-01-11T14:23:09Z=|=true=|=Female=|=1432=|=Mustard - Seed=|=Witold's and Jerzy's
Cereopsis goose=|=Golden Retriever=|=2021-05-16T00:20:07Z=|=true=|=Female=|=1186=|=Sage - Fresh=|=Sznippers
Lizard (unidentified)=|=Boxer=|=2020-09-05T01:55:12Z=|=true=|=Female=|=1888=|=Cornflakes=|=Kloburg
Grizzly bear=|=Bulldog=|=2021-09-24T17:09:57Z=|=false=|=Female=|=1573=|=Oil - Shortening - All - Purpose=|=Witold's and Jerzy's
Cat, ringtail=|=German Shepherd=|=2020-12-29T13:17:27Z=|=true=|=Male=|=1689=|=Liqueur Banana, Ramazzotti=|=Witold's and Jerzy's
Pheasant, common=|=Bulldog=|=2020-12-20T09:44:13Z=|=false=|=Male=|=1325=|=Brownies - Two Bite, Chocolate=|=Kumciaczkos
Steenbok=|=Siberian Husky=|=2022-11-04T13:30:33Z=|=true=|=Male=|=1804=|=Muffin - Carrot Individual Wrap=|=Xen
Black-crowned crane=|=Labrador Retriever=|=2021-12-12T04:05:22Z=|=true=|=Male=|=1630=|=Soup - Cream Of Potato / Leek=|=Kumciaczkos
Suricate=|=Boxer=|=2020-07-03T11:06:24Z=|=false=|=Male=|=1007=|=Ham - Virginia=|=Kumciaczkos
Sloth, hoffman's=|=Poodle=|=2023-02-20T04:59:22Z=|=false=|=Male=|=1690=|=Beans - Fine=|=Kumciaczkos
Colobus, black and white=|=Siberian Husky=|=2021-05-17T19:47:40Z=|=true=|=Female=|=227=|=Wine - Red, Gallo, Merlot=|=Sznippers
Caribou=|=Poodle=|=2022-10-17T13:21:54Z=|=true=|=Female=|=994=|=Bread - Pita=|=Xen
Jaguarundi=|=Rottweiler=|=2022-06-21T01:53:00Z=|=false=|=Genderfluid=|=1844=|=Wine - Fontanafredda Barolo=|=Xen
Radiated tortoise=|=Labrador Retriever=|=2021-05-26T21:04:47Z=|=false=|=Agender=|=325=|=Pork Ham Prager=|=Witold's and Jerzy's
Starling, greater blue-eared=|=Boxer=|=2020-05-23T09:01:45Z=|=false=|=Genderqueer=|=1167=|=Tart Shells - Savory, 4=|=Xen
Vulture, turkey=|=Siberian Husky=|=2021-02-27T22:27:05Z=|=false=|=Female=|=1024=|=Onions - Spanish=|=Holoubek Corp
Cape cobra=|=Poodle=|=2021-09-30T00:45:46Z=|=false=|=Male=|=1953=|=Beer - True North Lager=|=Kloburg
Striated heron=|=Labrador Retriever=|=2023-02-22T00:53:11Z=|=true=|=Female=|=1084=|=Rolled Oats=|=Kumciaczkos
Cat, kaffir=|=Golden Retriever=|=2020-05-26T13:51:52Z=|=true=|=Male=|=1115=|=Beer - Creemore=|=Kumciaczkos
Phascogale, red-tailed=|=Boxer=|=2022-03-10T00:17:09Z=|=true=|=Male=|=350=|=Sugar - Brown=|=Miautex
Red-winged hawk (unidentified)=|=Dachshund=|=2023-02-06T23:08:45Z=|=true=|=Non-binary=|=1845=|=Bread Roll Foccacia=|=Sznippers
Black swan=|=Siberian Husky=|=2022-10-26T12:37:28Z=|=true=|=Male=|=188=|=Cherries - Bing, Canned=|=Sznippers
Gerbil (unidentified)=|=Boxer=|=2023-05-16T03:51:39Z=|=false=|=Male=|=925=|=Tea - Vanilla Chai=|=Kloburg
Banded mongoose=|=Siberian Husky=|=2020-09-04T22:47:36Z=|=true=|=Male=|=1042=|=Compound - Passion Fruit=|=Witold's and Jerzy's
Black kite=|=Rottweiler=|=2022-11-18T19:57:15Z=|=true=|=Male=|=389=|=Wine - Rosso Del Veronese Igt=|=Xen
Numbat=|=Bulldog=|=2021-07-05T05:27:09Z=|=false=|=Male=|=1448=|=Bread Ww Cluster=|=Xen
Cockatoo, red-tailed=|=German Shepherd=|=2021-12-27T10:36:10Z=|=true=|=Male=|=1069=|=Bar Energy Chocchip=|=Witold's and Jerzy's
Pie, rufous tree=|=Siberian Husky=|=2021-08-22T22:28:14Z=|=true=|=Male=|=1709=|=Flower - Commercial Spider=|=Holoubek Corp
Pelican, brown=|=Boxer=|=2023-03-26T11:55:05Z=|=false=|=Male=|=1283=|=Cheese - Victor Et Berthold=|=Sznippers
Eurasian hoopoe=|=Bulldog=|=2022-10-13T00:10:23Z=|=true=|=Male=|=1518=|=Wine - Periguita Fonseca=|=Sznippers
Porcupine, crested=|=Dachshund=|=2020-07-02T20:09:20Z=|=true=|=Male=|=354=|=Beans - Black Bean, Preserved=|=Witold's and Jerzy's
Goose, snow=|=Golden Retriever=|=2023-05-27T01:46:44Z=|=true=|=Male=|=1722=|=Table Cloth - 53x69 Colour=|=Miautex
Waterbuck, defassa=|=Labrador Retriever=|=2023-04-30T20:18:41Z=|=false=|=Male=|=1990=|=Chocolate - Semi Sweet=|=Xen
Curve-billed thrasher=|=Rottweiler=|=2021-11-04T04:23:18Z=|=true=|=Female=|=345=|=Beans - Long, Chinese=|=Sznippers
Marmot, yellow-bellied=|=Rottweiler=|=2021-08-17T06:31:42Z=|=false=|=Male=|=1339=|=Cookies - Englishbay Oatmeal=|=Xen
Cape raven=|=German Shepherd=|=2022-09-05T13:51:03Z=|=false=|=Male=|=596=|=Pomello=|=Kloburg
Lion, california sea=|=Rottweiler=|=2022-04-25T04:21:40Z=|=false=|=Female=|=1782=|=Piping Jelly - All Colours=|=Holoubek Corp
Agile wallaby=|=Beagle=|=2022-04-16T08:53:35Z=|=true=|=Male=|=1907=|=Napkin - Cocktail,beige 2 - Ply=|=Witold's and Jerzy's
